standard gelu | 3e-4

device: cpu  params: 4,416  quadrature position: 4
epoch   0  (init)                                quad 0.645
epoch   1  train 2.3859  val 2.2310  quad 0.783
epoch   2  train 2.1174  val 2.0376  quad 0.821
epoch   3  train 1.9895  val 1.9589  quad 0.829
epoch   4  train 1.9124  val 1.8755  quad 0.875
epoch   5  train 1.8402  val 1.8116  quad 0.902
epoch   6  train 1.8958  val 1.9055  quad 0.744
epoch   7  train 1.8593  val 1.8007  quad 0.755
epoch   8  train 1.7501  val 1.6757  quad 0.610
epoch   9  train 1.8944  val 2.0912  quad 0.418
epoch  10  train 1.8669  val 1.6862  quad 0.314
epoch  11  train 1.6642  val 1.5938  quad 0.776
epoch  12  train 1.5652  val 1.5351  quad 0.746
epoch  13  train 1.5234  val 1.5013  quad 0.270
epoch  14  train 1.4858  val 1.4772  quad 0.327
epoch  15  train 1.4670  val 1.4628  quad 0.476
epoch  16  train 1.4520  val 1.4472  quad 0.406
epoch  17  train 1.4393  val 1.4371  quad 0.407
epoch  18  train 1.4291  val 1.4265  quad 0.451
epoch  19  train 1.4186  val 1.4162  quad 0.469
epoch  20  train 1.4078  val 1.4056  quad 0.463
epoch  21  train 1.4991  val 1.5870  quad 0.464
epoch  22  train 1.5331  val 1.4958  quad 0.530
epoch  23  train 1.4825  val 1.4660  quad 0.552
epoch  24  train 1.4554  val 1.4414  quad 0.579
epoch  25  train 1.4221  val 1.4034  quad 0.637
epoch  26  train 1.3780  val 1.3557  quad 0.676
epoch  27  train 1.3307  val 1.3132  quad 0.673
epoch  28  train 1.2986  val 1.2918  quad 0.691
epoch  29  train 1.2824  val 1.2789  quad 0.698
epoch  30  train 1.2711  val 1.2687  quad 0.701
epoch  31  train 1.2616  val 1.2593  quad 0.734
epoch  32  train 1.2537  val 1.2522  quad 0.689
epoch  33  train 1.2489  val 1.2469  quad 0.750
epoch  34  train 1.2423  val 1.2391  quad 0.733
epoch  35  train 1.2347  val 1.2310  quad 0.717
epoch  36  train 1.2256  val 1.2214  quad 0.701
epoch  37  train 1.2128  val 1.2053  quad 0.677
epoch  38  train 1.3644  val 2.1897  quad 0.525
epoch  39  train 1.4196  val 2.2886  quad 0.404
epoch  40  train 2.1972  val 1.8891  quad 0.536
epoch  41  train 1.7864  val 1.7428  quad 0.499
epoch  42  train 1.7008  val 1.6891  quad 0.462
epoch  43  train 1.6452  val 1.6223  quad 0.379
epoch  44  train 1.5452  val 1.4753  quad 0.237
epoch  45  train 1.4203  val 1.3916  quad 0.245
epoch  46  train 1.3687  val 1.3667  quad 0.242
epoch  47  train 1.3508  val 1.3522  quad 0.247
epoch  48  train 1.3384  val 1.3411  quad 0.259
epoch  49  train 1.3286  val 1.3326  quad 0.261
epoch  50  train 1.3208  val 1.3252  quad 0.262
epoch  51  train 1.3141  val 1.3198  quad 0.251
epoch  52  train 1.3071  val 1.3121  quad 0.262
epoch  53  train 1.3006  val 1.3065  quad 0.263
epoch  54  train 1.2948  val 1.3751  quad 0.196
epoch  55  train 1.3095  val 1.2815  quad 0.207
epoch  56  train 1.2654  val 1.2667  quad 0.269
epoch  57  train 1.2513  val 1.2534  quad 0.261
epoch  58  train 1.2383  val 1.2428  quad 0.265
epoch  59  train 1.2278  val 1.2289  quad 0.229
epoch  60  train 1.2159  val 1.2185  quad 0.222
epoch  61  train 1.2073  val 1.2131  quad 0.224
epoch  62  train 1.1998  val 1.2055  quad 0.220
epoch  63  train 1.1955  val 1.2005  quad 0.238
epoch  64  train 1.1901  val 1.1966  quad 0.243
epoch  65  train 1.1881  val 1.1959  quad 0.254
epoch  66  train 1.1810  val 1.1847  quad 0.240
epoch  67  train 1.1774  val 1.1828  quad 0.272
epoch  68  train 1.1742  val 1.1867  quad 0.284
epoch  69  train 1.1734  val 1.1787  quad 0.303
